
步骤0	当前分析栈：#}A{)(mainvoid		余留符号串：voidmain(){inti,j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：#
步骤13	当前分析栈：#}A;Z'U'id		余留符号串：i,j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：i#
步骤14	当前分析栈：#}A;Z'U'		余留符号串：,j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：i#
步骤15	当前分析栈：#}A;Z'		余留符号串：,j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：i#
步骤16	当前分析栈：#}A;Z,		余留符号串：,j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：i#
步骤17	当前分析栈：#}A;Z		余留符号串：j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：i#
步骤18	当前分析栈：#}A;Z'U		余留符号串：j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：i#
步骤19	当前分析栈：#}A;Z'U'id@ASS_U		余留符号串：j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：i#
步骤20	当前分析栈：#}A;Z'U'id		余留符号串：j,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：ji#
步骤21	当前分析栈：#}A;Z'U'		余留符号串：,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：ji#
步骤22	当前分析栈：#}A;Z'		余留符号串：,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：ji#
步骤23	当前分析栈：#}A;Z,		余留符号串：,sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：ji#
步骤24	当前分析栈：#}A;Z		余留符号串：sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：ji#
步骤25	当前分析栈：#}A;Z'U		余留符号串：sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：ji#
步骤26	当前分析栈：#}A;Z'U'id@ASS_U		余留符号串：sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：ji#
步骤27	当前分析栈：#}A;Z'U'id		余留符号串：sum,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumji#
步骤28	当前分析栈：#}A;Z'U'		余留符号串：,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumji#
步骤29	当前分析栈：#}A;Z'		余留符号串：,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumji#
步骤30	当前分析栈：#}A;Z,		余留符号串：,n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumji#
步骤31	当前分析栈：#}A;Z		余留符号串：n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumji#
步骤32	当前分析栈：#}A;Z'U		余留符号串：n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumji#
步骤33	当前分析栈：#}A;Z'U'id@ASS_U		余留符号串：n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumji#
步骤34	当前分析栈：#}A;Z'U'id		余留符号串：n;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤35	当前分析栈：#}A;Z'U'		余留符号串：;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤36	当前分析栈：#}A;Z'		余留符号串：;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤37	当前分析栈：#}A;		余留符号串：;i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤38	当前分析栈：#}A		余留符号串：i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤39	当前分析栈：#}AC		余留符号串：i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤40	当前分析栈：#}AR		余留符号串：i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤41	当前分析栈：#}A;@EQL=id@ASS_R		余留符号串：i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤42	当前分析栈：#}A;@EQL=id		余留符号串：i=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：insumji#
步骤43	当前分析栈：#}A;@EQL=		余留符号串：=0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：insumji#
步骤44	当前分析栈：#}A;@EQL		余留符号串：0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：insumji#
步骤45	当前分析栈：#}A;@EQ@ADD_SUBL'T		余留符号串：0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：insumji#
步骤46	当前分析栈：#}A;@EQ@ADD_SUBL'@DIV_MULT'F		余留符号串：0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：insumji#
步骤47	当前分析栈：#}A;@EQ@ADD_SUBL'@DIV_MULT'num@ASS_F		余留符号串：0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：insumji#
步骤48	当前分析栈：#}A;@EQ@ADD_SUBL'@DIV_MULT'num		余留符号串：0;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0insumji#
步骤49	当前分析栈：#}A;@EQ@ADD_SUBL'@DIV_MULT'		余留符号串：;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0insumji#
步骤50	当前分析栈：#}A;@EQ@ADD_SUBL'@DIV_MUL		余留符号串：;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0insumji#
步骤51	当前分析栈：#}A;@EQ@ADD_SUBL'		余留符号串：;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0insumji#
步骤52	当前分析栈：#}A;@EQ@ADD_SUB		余留符号串：;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0insumji#
步骤53	当前分析栈：#}A;@EQ		余留符号串：;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0insumji#
步骤54	当前分析栈：#}A;		余留符号串：;scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤55	当前分析栈：#}A		余留符号串：scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤56	当前分析栈：#}AC		余留符号串：scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤57	当前分析栈：#}AB		余留符号串：scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤58	当前分析栈：#}A;A@SCANF)F&,"%d"(scanf		余留符号串：scanf("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤59	当前分析栈：#}A;A@SCANF)F&,"%d"(		余留符号串：("%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤60	当前分析栈：#}A;A@SCANF)F&,"%d"		余留符号串："%d",&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤61	当前分析栈：#}A;A@SCANF)F&,		余留符号串：,&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤62	当前分析栈：#}A;A@SCANF)F&		余留符号串：&n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤63	当前分析栈：#}A;A@SCANF)F		余留符号串：n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤64	当前分析栈：#}A;A@SCANF)id@ASS_F		余留符号串：n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤65	当前分析栈：#}A;A@SCANF)id		余留符号串：n);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nnsumji#
步骤66	当前分析栈：#}A;A@SCANF)		余留符号串：);if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nnsumji#
步骤67	当前分析栈：#}A;A@SCANF		余留符号串：;if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nnsumji#
步骤68	当前分析栈：#}A;A		余留符号串：;if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤69	当前分析栈：#}A;		余留符号串：;if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤70	当前分析栈：#}A		余留符号串：if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤71	当前分析栈：#}AC		余留符号串：if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤72	当前分析栈：#}AB		余留符号串：if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤73	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)G(if		余留符号串：if(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤74	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)G(		余留符号串：(n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤75	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)G		余留符号串：n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤76	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREFDF		余留符号串：n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤77	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREFDid@ASS_F		余留符号串：n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤78	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREFDid		余留符号串：n<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nnsumji#
步骤79	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREFD		余留符号串：<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nnsumji#
步骤80	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREF<@COMPARE_OP		余留符号串：<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nnsumji#
步骤81	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREF<		余留符号串：<1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：<nnsumji#
步骤82	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREF		余留符号串：1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：<nnsumji#
步骤83	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREnum@ASS_F		余留符号串：1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：<nnsumji#
步骤84	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPAREnum		余留符号串：1){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：1<nnsumji#
步骤85	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)@COMPARE		余留符号串：){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：1<nnsumji#
步骤86	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ)		余留符号串：){sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：T1nsumji#
步骤87	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{@IF_FJ		余留符号串：{sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：T1nsumji#
步骤88	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A{		余留符号串：{sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤89	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A		余留符号串：sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤90	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}AC		余留符号串：sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤91	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}AR		余留符号串：sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤92	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQL=id@ASS_R		余留符号串：sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤93	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQL=id		余留符号串：sum=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤94	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQL=		余留符号串：=0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤95	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQL		余留符号串：0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤96	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUBL'T		余留符号串：0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤97	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUBL'@DIV_MULT'F		余留符号串：0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤98	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUBL'@DIV_MULT'num@ASS_F		余留符号串：0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤99	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUBL'@DIV_MULT'num		余留符号串：0;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0sumnsumji#
步骤100	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUBL'@DIV_MULT'		余留符号串：;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0sumnsumji#
步骤101	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUBL'@DIV_MUL		余留符号串：;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0sumnsumji#
步骤102	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUBL'		余留符号串：;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0sumnsumji#
步骤103	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ@ADD_SUB		余留符号串：;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0sumnsumji#
步骤104	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;@EQ		余留符号串：;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：0sumnsumji#
步骤105	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A;		余留符号串：;}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤106	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}A		余留符号串：}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤107	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ}		余留符号串：}else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤108	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ@IF_BACKPATCH_FJ		余留符号串：else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤109	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else@IF_RJ		余留符号串：else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤110	当前分析栈：#}A@IF_BACKPATCH_RJ}A{else		余留符号串：else{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤111	当前分析栈：#}A@IF_BACKPATCH_RJ}A{		余留符号串：{sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤112	当前分析栈：#}A@IF_BACKPATCH_RJ}A		余留符号串：sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤113	当前分析栈：#}A@IF_BACKPATCH_RJ}AC		余留符号串：sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤114	当前分析栈：#}A@IF_BACKPATCH_RJ}AR		余留符号串：sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤115	当前分析栈：#}A@IF_BACKPATCH_RJ}A;@EQL=id@ASS_R		余留符号串：sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：nsumji#
步骤116	当前分析栈：#}A@IF_BACKPATCH_RJ}A;@EQL=id		余留符号串：sum=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤117	当前分析栈：#}A@IF_BACKPATCH_RJ}A;@EQL=		余留符号串：=1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤118	当前分析栈：#}A@IF_BACKPATCH_RJ}A;@EQL		余留符号串：1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤119	当前分析栈：#}A@IF_BACKPATCH_RJ}A;@EQ@ADD_SUBL'T		余留符号串：1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
步骤120	当前分析栈：#}A@IF_BACKPATCH_RJ}A;@EQ@ADD_SUBL'@DIV_MULT'F		余留符号串：1;}while(i<n){i=i+1;sum=sum*i;}printf("%d",sum);}#		语义栈：sumnsumji#
